"MUNICIPIO";"ANO";"MES";"CASOS"
"GRAVATA";2010;9;14
"GRAVATA";2010;10;3
"GRAVATA";2010;11;2
"GRAVATA";2010;12;3
"IATI";2010;1;0
"IATI";2010;2;0
"IATI";2010;3;1
"IATI";2010;4;2
"IATI";2010;5;2
"IATI";2010;6;3
"IATI";2010;7;0
"IATI";2010;8;1
"IATI";2010;9;0
"IATI";2010;10;0
"IATI";2010;11;0
"IATI";2010;12;0
"IBIRAJUBA";2010;1;3
"IBIRAJUBA";2010;2;1
"IBIRAJUBA";2010;3;12
"IBIRAJUBA";2010;4;13
"IBIRAJUBA";2010;5;1
"IBIRAJUBA";2010;6;3
"IBIRAJUBA";2010;7;0
"IBIRAJUBA";2010;8;0
"IBIRAJUBA";2010;9;0
"IBIRAJUBA";2010;10;0
"IBIRAJUBA";2010;11;0
"IBIRAJUBA";2010;12;0
"IGARASSU";2010;1;2
"IGARASSU";2010;2;2
"IGARASSU";2010;3;8
"IGARASSU";2010;4;12
"IGARASSU";2010;5;32
"IGARASSU";2010;6;37
"IGARASSU";2010;7;24
"IGARASSU";2010;8;34
"IGARASSU";2010;9;28
"IGARASSU";2010;10;24
"IGARASSU";2010;11;17
"IGARASSU";2010;12;6
"IGUARACY";2010;1;0
"IGUARACY";2010;2;1
"IGUARACY";2010;3;1
"IGUARACY";2010;4;5
"IGUARACY";2010;5;6
"IGUARACY";2010;6;3
"IGUARACY";2010;7;0
"IGUARACY";2010;8;0
"IGUARACY";2010;9;0
"IGUARACY";2010;10;0
"IGUARACY";2010;11;0
"IGUARACY";2010;12;0
"ILHA DE ITAMARACA";2010;1;2
"ILHA DE ITAMARACA";2010;2;0
"ILHA DE ITAMARACA";2010;3;0
"ILHA DE ITAMARACA";2010;4;5
"ILHA DE ITAMARACA";2010;5;37
"ILHA DE ITAMARACA";2010;6;66
"ILHA DE ITAMARACA";2010;7;31
"ILHA DE ITAMARACA";2010;8;8
"ILHA DE ITAMARACA";2010;9;9
"ILHA DE ITAMARACA";2010;10;5
"ILHA DE ITAMARACA";2010;11;1
"ILHA DE ITAMARACA";2010;12;4
"INAJA";2010;1;0
"INAJA";2010;2;0
"INAJA";2010;3;0
"INAJA";2010;4;0
"INAJA";2010;5;0
"INAJA";2010;6;2
"INAJA";2010;7;0
"INAJA";2010;8;7
"INAJA";2010;9;0
"INAJA";2010;10;2
"INAJA";2010;11;0
"INAJA";2010;12;0
"INGAZEIRA";2010;1;0
"INGAZEIRA";2010;2;0
"INGAZEIRA";2010;3;0
"INGAZEIRA";2010;4;0
"INGAZEIRA";2010;5;1
"INGAZEIRA";2010;6;12
"INGAZEIRA";2010;7;6
"INGAZEIRA";2010;8;0
"INGAZEIRA";2010;9;0
"INGAZEIRA";2010;10;0
"INGAZEIRA";2010;11;0
"INGAZEIRA";2010;12;3
"IPOJUCA";2010;1;1
"IPOJUCA";2010;2;0
"IPOJUCA";2010;3;1
"IPOJUCA";2010;4;8
"IPOJUCA";2010;5;28
"IPOJUCA";2010;6;28
"IPOJUCA";2010;7;28
"IPOJUCA";2010;8;18
"IPOJUCA";2010;9;13
"IPOJUCA";2010;10;2
"IPOJUCA";2010;11;3
"IPOJUCA";2010;12;17
"IPUBI";2010;1;1
"IPUBI";2010;2;1
"IPUBI";2010;3;3
"IPUBI";2010;4;0
"IPUBI";2010;5;2
"IPUBI";2010;6;1
"IPUBI";2010;7;1
"IPUBI";2010;8;0
"IPUBI";2010;9;1
"IPUBI";2010;10;0
"IPUBI";2010;11;0
"IPUBI";2010;12;0
"ITACURUBA";2010;1;0
"ITACURUBA";2010;2;0
"ITACURUBA";2010;3;1
"ITACURUBA";2010;4;0
"ITACURUBA";2010;5;2
"ITACURUBA";2010;6;4
"ITACURUBA";2010;7;2
"ITACURUBA";2010;8;0
"ITACURUBA";2010;9;0
"ITACURUBA";2010;10;0
"ITACURUBA";2010;11;0
"ITACURUBA";2010;12;0
"ITAMBE";2010;1;0
"ITAMBE";2010;2;0
"ITAMBE";2010;3;0
"ITAMBE";2010;4;0
"ITAMBE";2010;5;0
"ITAMBE";2010;6;0
"ITAMBE";2010;7;3
"ITAMBE";2010;8;15
"ITAMBE";2010;9;8
"ITAMBE";2010;10;2
"ITAMBE";2010;11;0
"ITAMBE";2010;12;0
"ITAPISSUMA";2010;1;0
"ITAPISSUMA";2010;2;0
"ITAPISSUMA";2010;3;0
"ITAPISSUMA";2010;4;1
"ITAPISSUMA";2010;5;0
"ITAPISSUMA";2010;6;0
"ITAPISSUMA";2010;7;0
"ITAPISSUMA";2010;8;0
"ITAPISSUMA";2010;9;1
"ITAPISSUMA";2010;10;3
"ITAPISSUMA";2010;11;1
"ITAPISSUMA";2010;12;0
"ITAQUITINGA";2010;1;0
"ITAQUITINGA";2010;2;0
"ITAQUITINGA";2010;3;1
"ITAQUITINGA";2010;4;0
"ITAQUITINGA";2010;5;1
"ITAQUITINGA";2010;6;1
"ITAQUITINGA";2010;7;0
"ITAQUITINGA";2010;8;0
"ITAQUITINGA";2010;9;0
"ITAQUITINGA";2010;10;1
"ITAQUITINGA";2010;11;13
"ITAQUITINGA";2010;12;12
"JABOATAO DOS GUARARAPES";2010;1;3
"JABOATAO DOS GUARARAPES";2010;2;8
"JABOATAO DOS GUARARAPES";2010;3;45
"JABOATAO DOS GUARARAPES";2010;4;137
"JABOATAO DOS GUARARAPES";2010;5;427
"JABOATAO DOS GUARARAPES";2010;6;419
"JABOATAO DOS GUARARAPES";2010;7;424
"JABOATAO DOS GUARARAPES";2010;8;230
"JABOATAO DOS GUARARAPES";2010;9;68
"JABOATAO DOS GUARARAPES";2010;10;8
"JABOATAO DOS GUARARAPES";2010;11;14
"JABOATAO DOS GUARARAPES";2010;12;33
"JAQUEIRA";2010;1;0
"JAQUEIRA";2010;2;0
"JAQUEIRA";2010;3;3
"JAQUEIRA";2010;4;2
"JAQUEIRA";2010;5;3
"JAQUEIRA";2010;6;0
"JAQUEIRA";2010;7;0
"JAQUEIRA";2010;8;0
"JAQUEIRA";2010;9;0
"JAQUEIRA";2010;10;0
"JAQUEIRA";2010;11;0
"JAQUEIRA";2010;12;0
"JATAUBA";2010;1;1
"JATAUBA";2010;2;1
"JATAUBA";2010;3;4
"JATAUBA";2010;4;0
"JATAUBA";2010;5;3
"JATAUBA";2010;6;2
"JATAUBA";2010;7;0
"JATAUBA";2010;8;0
"JATAUBA";2010;9;0
"JATAUBA";2010;10;0
"JATAUBA";2010;11;0
"JATAUBA";2010;12;1
"JATOBA";2010;1;0
"JATOBA";2010;2;1
"JATOBA";2010;3;0
"JATOBA";2010;4;1
"JATOBA";2010;5;6
"JATOBA";2010;6;15
"JATOBA";2010;7;3
"JATOBA";2010;8;5
"JATOBA";2010;9;0
"JATOBA";2010;10;1
"JATOBA";2010;11;0
"JATOBA";2010;12;0
"JOAO ALFREDO";2010;1;1
"JOAO ALFREDO";2010;2;9
"JOAO ALFREDO";2010;3;8
"JOAO ALFREDO";2010;4;16
"JOAO ALFREDO";2010;5;7
"JOAO ALFREDO";2010;6;2
"JOAO ALFREDO";2010;7;2
"JOAO ALFREDO";2010;8;0
"JOAO ALFREDO";2010;9;0
"JOAO ALFREDO";2010;10;0
"JOAO ALFREDO";2010;11;0
"JOAO ALFREDO";2010;12;0
"JOAQUIM NABUCO";2010;1;0
"JOAQUIM NABUCO";2010;2;0
"JOAQUIM NABUCO";2010;3;0
"JOAQUIM NABUCO";2010;4;2
"JOAQUIM NABUCO";2010;5;0
"JOAQUIM NABUCO";2010;6;1
"JOAQUIM NABUCO";2010;7;0
"JOAQUIM NABUCO";2010;8;0
"JOAQUIM NABUCO";2010;9;0
"JOAQUIM NABUCO";2010;10;0
"JOAQUIM NABUCO";2010;11;0
"JOAQUIM NABUCO";2010;12;0
"JUCATI";2010;1;0
"JUCATI";2010;2;0
"JUCATI";2010;3;2
"JUCATI";2010;4;0
"JUCATI";2010;5;3
"JUCATI";2010;6;2
"JUCATI";2010;7;2
"JUCATI";2010;8;0
"JUCATI";2010;9;0
"JUCATI";2010;10;0
"JUCATI";2010;11;0
"JUCATI";2010;12;0
"JUPI";2010;1;0
"JUPI";2010;2;0
"JUPI";2010;3;5
"JUPI";2010;4;19
"JUPI";2010;5;11
"JUPI";2010;6;2
"JUPI";2010;7;0
"JUPI";2010;8;0
"JUPI";2010;9;0
"JUPI";2010;10;0
"JUPI";2010;11;0
"JUPI";2010;12;0
"JUREMA";2010;1;0
"JUREMA";2010;2;0
"JUREMA";2010;3;0
"JUREMA";2010;4;0
"JUREMA";2010;5;0
"JUREMA";2010;6;1
"JUREMA";2010;7;5
"JUREMA";2010;8;0
"JUREMA";2010;9;1
"JUREMA";2010;10;0
"JUREMA";2010;11;0
"JUREMA";2010;12;0
"LAGOA DE ITAENGA";2010;1;0
"LAGOA DE ITAENGA";2010;2;0
"LAGOA DE ITAENGA";2010;3;1
"LAGOA DE ITAENGA";2010;4;0
"LAGOA DE ITAENGA";2010;5;0
"LAGOA DE ITAENGA";2010;6;0
"LAGOA DE ITAENGA";2010;7;0
"LAGOA DE ITAENGA";2010;8;0
"LAGOA DE ITAENGA";2010;9;0
"LAGOA DE ITAENGA";2010;10;0
"LAGOA DE ITAENGA";2010;11;0
"LAGOA DE ITAENGA";2010;12;0
"LAGOA DO CARRO";2010;1;0
"LAGOA DO CARRO";2010;2;1
"LAGOA DO CARRO";2010;3;2
"LAGOA DO CARRO";2010;4;42
"LAGOA DO CARRO";2010;5;86
"LAGOA DO CARRO";2010;6;68
"LAGOA DO CARRO";2010;7;48
"LAGOA DO CARRO";2010;8;11
"LAGOA DO CARRO";2010;9;2
"LAGOA DO CARRO";2010;10;1
"LAGOA DO CARRO";2010;11;2
"LAGOA DO CARRO";2010;12;1
"LAGOA DO OURO";2010;1;0
"LAGOA DO OURO";2010;2;0
"LAGOA DO OURO";2010;3;0
"LAGOA DO OURO";2010;4;0
"LAGOA DO OURO";2010;5;2
"LAGOA DO OURO";2010;6;0
"LAGOA DO OURO";2010;7;1
"LAGOA DO OURO";2010;8;1
"LAGOA DO OURO";2010;9;0
"LAGOA DO OURO";2010;10;0
"LAGOA DO OURO";2010;11;0
"LAGOA DO OURO";2010;12;0
"LAGOA DOS GATOS";2010;1;0
"LAGOA DOS GATOS";2010;2;1
"LAGOA DOS GATOS";2010;3;8
"LAGOA DOS GATOS";2010;4;3
"LAGOA DOS GATOS";2010;5;10
"LAGOA DOS GATOS";2010;6;0
"LAGOA DOS GATOS";2010;7;4
"LAGOA DOS GATOS";2010;8;1
"LAGOA DOS GATOS";2010;9;1
"LAGOA DOS GATOS";2010;10;0
"LAGOA DOS GATOS";2010;11;0
"LAGOA DOS GATOS";2010;12;0
"LAGOA GRANDE";2010;1;0
"LAGOA GRANDE";2010;2;5
"LAGOA GRANDE";2010;3;6
"LAGOA GRANDE";2010;4;0
"LAGOA GRANDE";2010;5;2
"LAGOA GRANDE";2010;6;0
"LAGOA GRANDE";2010;7;0
"LAGOA GRANDE";2010;8;0
"LAGOA GRANDE";2010;9;1
"LAGOA GRANDE";2010;10;0
"LAGOA GRANDE";2010;11;0
"LAGOA GRANDE";2010;12;0
"LAJEDO";2010;1;0
"LAJEDO";2010;2;0
"LAJEDO";2010;3;0
"LAJEDO";2010;4;1
"LAJEDO";2010;5;7
"LAJEDO";2010;6;1
"LAJEDO";2010;7;1
"LAJEDO";2010;8;0
"LAJEDO";2010;9;0
"LAJEDO";2010;10;0
"LAJEDO";2010;11;0
"LAJEDO";2010;12;0
"LIMOEIRO";2010;1;2
"LIMOEIRO";2010;2;0
"LIMOEIRO";2010;3;5
"LIMOEIRO";2010;4;11
"LIMOEIRO";2010;5;11
"LIMOEIRO";2010;6;35
"LIMOEIRO";2010;7;47
"LIMOEIRO";2010;8;38
"LIMOEIRO";2010;9;17
"LIMOEIRO";2010;10;11
"LIMOEIRO";2010;11;18
"LIMOEIRO";2010;12;15
"MACAPARANA";2010;1;0
"MACAPARANA";2010;2;0
"MACAPARANA";2010;3;0
"MACAPARANA";2010;4;0
"MACAPARANA";2010;5;1
"MACAPARANA";2010;6;3
"MACAPARANA";2010;7;1
"MACAPARANA";2010;8;2
"MACAPARANA";2010;9;0
"MACAPARANA";2010;10;0
"MACAPARANA";2010;11;2
"MACAPARANA";2010;12;1
"MACHADOS";2010;1;0
"MACHADOS";2010;2;0
"MACHADOS";2010;3;0
"MACHADOS";2010;4;0
"MACHADOS";2010;5;0
"MACHADOS";2010;6;1
"MACHADOS";2010;7;0
"MACHADOS";2010;8;1
"MACHADOS";2010;9;0
"MACHADOS";2010;10;1
"MACHADOS";2010;11;0
"MACHADOS";2010;12;0
"MANARI";2010;1;0
"MANARI";2010;2;0
"MANARI";2010;3;0
"MANARI";2010;4;0
"MANARI";2010;5;1
"MANARI";2010;6;0
"MANARI";2010;7;0
"MANARI";2010;8;0
"MANARI";2010;9;0
"MANARI";2010;10;0
"MANARI";2010;11;0
"MANARI";2010;12;0
"MARAIAL";2010;1;0
"MARAIAL";2010;2;0
"MARAIAL";2010;3;0
"MARAIAL";2010;4;3
"MARAIAL";2010;5;8
"MARAIAL";2010;6;1
"MARAIAL";2010;7;0
"MARAIAL";2010;8;0
"MARAIAL";2010;9;0
"MARAIAL";2010;10;0
"MARAIAL";2010;11;0
"MARAIAL";2010;12;1
"MIRANDIBA";2010;1;0
"MIRANDIBA";2010;2;1
"MIRANDIBA";2010;3;3
"MIRANDIBA";2010;4;7
"MIRANDIBA";2010;5;42
"MIRANDIBA";2010;6;14
"MIRANDIBA";2010;7;3
"MIRANDIBA";2010;8;0
"MIRANDIBA";2010;9;0
"MIRANDIBA";2010;10;0
"MIRANDIBA";2010;11;0
"MIRANDIBA";2010;12;1
"MOREILANDIA";2010;1;0
"MOREILANDIA";2010;2;0
"MOREILANDIA";2010;3;1
"MOREILANDIA";2010;4;0
"MOREILANDIA";2010;5;0
"MOREILANDIA";2010;6;0
"MOREILANDIA";2010;7;0
"MOREILANDIA";2010;8;0
"MOREILANDIA";2010;9;0
"MOREILANDIA";2010;10;5
"MOREILANDIA";2010;11;0
"MOREILANDIA";2010;12;0
"MORENO";2010;1;0
"MORENO";2010;2;1
"MORENO";2010;3;2
"MORENO";2010;4;47
"MORENO";2010;5;179
"MORENO";2010;6;254
"MORENO";2010;7;396
"MORENO";2010;8;159
"MORENO";2010;9;42
"MORENO";2010;10;6
"MORENO";2010;11;8
"MORENO";2010;12;4
"NAZARE DA MATA";2010;1;0
"NAZARE DA MATA";2010;2;0
"NAZARE DA MATA";2010;3;0
"NAZARE DA MATA";2010;4;0
"NAZARE DA MATA";2010;5;3
"NAZARE DA MATA";2010;6;18
"NAZARE DA MATA";2010;7;21
"NAZARE DA MATA";2010;8;18
"NAZARE DA MATA";2010;9;11
"NAZARE DA MATA";2010;10;6
"NAZARE DA MATA";2010;11;11
"NAZARE DA MATA";2010;12;3
"OLINDA";2010;1;2
"OLINDA";2010;2;9
"OLINDA";2010;3;16
"OLINDA";2010;4;21
"OLINDA";2010;5;88
"OLINDA";2010;6;162
"OLINDA";2010;7;176
"OLINDA";2010;8;182
"OLINDA";2010;9;47
"OLINDA";2010;10;16
"OLINDA";2010;11;12
"OLINDA";2010;12;3
"OROBO";2010;1;0
"OROBO";2010;2;0
"OROBO";2010;3;0
"OROBO";2010;4;2
"OROBO";2010;5;14
"OROBO";2010;6;9
"OROBO";2010;7;13
"OROBO";2010;8;1
"OROBO";2010;9;0
"OROBO";2010;10;2
"OROBO";2010;11;2
"OROBO";2010;12;2
"OROCO";2010;1;0
"OROCO";2010;2;0
"OROCO";2010;3;0
"OROCO";2010;4;1
"OROCO";2010;5;0
"OROCO";2010;6;0
"OROCO";2010;7;0
"OROCO";2010;8;0
"OROCO";2010;9;1
"OROCO";2010;10;0
"OROCO";2010;11;0
"OROCO";2010;12;0
"OURICURI";2010;1;21
"OURICURI";2010;2;174
"OURICURI";2010;3;69
"OURICURI";2010;4;2
"OURICURI";2010;5;1
"OURICURI";2010;6;0
"OURICURI";2010;7;0
"OURICURI";2010;8;0
"OURICURI";2010;9;0
"OURICURI";2010;10;0
"OURICURI";2010;11;0
"OURICURI";2010;12;1
"PALMARES";2010;1;2
"PALMARES";2010;2;1
"PALMARES";2010;3;0
"PALMARES";2010;4;3
"PALMARES";2010;5;8
"PALMARES";2010;6;1
"PALMARES";2010;7;8
"PALMARES";2010;8;13
"PALMARES";2010;9;16
"PALMARES";2010;10;10
"PALMARES";2010;11;7
"PALMARES";2010;12;0
"PALMEIRINA";2010;1;0
"PALMEIRINA";2010;2;0
"PALMEIRINA";2010;3;5
"PALMEIRINA";2010;4;7
"PALMEIRINA";2010;5;4
"PALMEIRINA";2010;6;1
"PALMEIRINA";2010;7;1
"PALMEIRINA";2010;8;0
"PALMEIRINA";2010;9;0
"PALMEIRINA";2010;10;0
"PALMEIRINA";2010;11;0
"PALMEIRINA";2010;12;0
"PANELAS";2010;1;0
"PANELAS";2010;2;0
"PANELAS";2010;3;1
"PANELAS";2010;4;9
"PANELAS";2010;5;1
"PANELAS";2010;6;0
"PANELAS";2010;7;0
"PANELAS";2010;8;1
"PANELAS";2010;9;0
"PANELAS";2010;10;0
"PANELAS";2010;11;0
"PANELAS";2010;12;0
"PARANATAMA";2010;1;0
"PARANATAMA";2010;2;0
"PARANATAMA";2010;3;0
"PARANATAMA";2010;4;0
"PARANATAMA";2010;5;2
"PARANATAMA";2010;6;1
"PARANATAMA";2010;7;1
"PARANATAMA";2010;8;1
"PARANATAMA";2010;9;0
"PARANATAMA";2010;10;0
"PARANATAMA";2010;11;0
"PARANATAMA";2010;12;0
"PARNAMIRIM";2010;1;0
"PARNAMIRIM";2010;2;2
"PARNAMIRIM";2010;3;7
"PARNAMIRIM";2010;4;13
"PARNAMIRIM";2010;5;9
"PARNAMIRIM";2010;6;12
"PARNAMIRIM";2010;7;2
"PARNAMIRIM";2010;8;4
"PARNAMIRIM";2010;9;1
"PARNAMIRIM";2010;10;0
"PARNAMIRIM";2010;11;0
"PARNAMIRIM";2010;12;0
"PASSIRA";2010;1;0
"PASSIRA";2010;2;0
"PASSIRA";2010;3;0
"PASSIRA";2010;4;0
"PASSIRA";2010;5;0
"PASSIRA";2010;6;0
"PASSIRA";2010;7;0
"PASSIRA";2010;8;1
"PASSIRA";2010;9;2
"PASSIRA";2010;10;0
"PASSIRA";2010;11;0
"PASSIRA";2010;12;0
"PAUDALHO";2010;1;0
"PAUDALHO";2010;2;0
"PAUDALHO";2010;3;0
"PAUDALHO";2010;4;0
"PAUDALHO";2010;5;9
"PAUDALHO";2010;6;10
"PAUDALHO";2010;7;31
"PAUDALHO";2010;8;41
"PAUDALHO";2010;9;19
"PAUDALHO";2010;10;12
"PAUDALHO";2010;11;19
"PAUDALHO";2010;12;7
"PAULISTA";2010;1;5
"PAULISTA";2010;2;12
"PAULISTA";2010;3;23
"PAULISTA";2010;4;51
"PAULISTA";2010;5;201
"PAULISTA";2010;6;342
"PAULISTA";2010;7;318
"PAULISTA";2010;8;290
"PAULISTA";2010;9;126
"PAULISTA";2010;10;63
"PAULISTA";2010;11;53
"PAULISTA";2010;12;104
"PEDRA";2010;1;0
"PEDRA";2010;2;0
"PEDRA";2010;3;1
"PEDRA";2010;4;13
"PEDRA";2010;5;14
"PEDRA";2010;6;7
"PEDRA";2010;7;6
"PEDRA";2010;8;3
"PEDRA";2010;9;1
"PEDRA";2010;10;0
"PEDRA";2010;11;0
"PEDRA";2010;12;0
"PESQUEIRA";2010;1;1
"PESQUEIRA";2010;2;0
"PESQUEIRA";2010;3;2
"PESQUEIRA";2010;4;0
"PESQUEIRA";2010;5;2
"PESQUEIRA";2010;6;2
"PESQUEIRA";2010;7;0
"PESQUEIRA";2010;8;1
"PESQUEIRA";2010;9;1
"PESQUEIRA";2010;10;0
"PESQUEIRA";2010;11;4
"PESQUEIRA";2010;12;4
"PETROLANDIA";2010;1;0
"PETROLANDIA";2010;2;0
"PETROLANDIA";2010;3;0
"PETROLANDIA";2010;4;0
"PETROLANDIA";2010;5;2
"PETROLANDIA";2010;6;2
"PETROLANDIA";2010;7;1
"PETROLANDIA";2010;8;2
"PETROLANDIA";2010;9;0
"PETROLANDIA";2010;10;0
"PETROLANDIA";2010;11;0
"PETROLANDIA";2010;12;0
"PETROLINA";2010;1;105
"PETROLINA";2010;2;237
"PETROLINA";2010;3;421
"PETROLINA";2010;4;164
"PETROLINA";2010;5;100
"PETROLINA";2010;6;53
"PETROLINA";2010;7;21
"PETROLINA";2010;8;20
"PETROLINA";2010;9;6
"PETROLINA";2010;10;9
"PETROLINA";2010;11;7
"PETROLINA";2010;12;5
"POCAO";2010;1;0
"POCAO";2010;2;0
"POCAO";2010;3;0
"POCAO";2010;4;0
"POCAO";2010;5;0
"POCAO";2010;6;1
"POCAO";2010;7;2
"POCAO";2010;8;0
"POCAO";2010;9;0
"POCAO";2010;10;0
"POCAO";2010;11;0
"POCAO";2010;12;0
"POMBOS";2010;1;0
"POMBOS";2010;2;0
"POMBOS";2010;3;0
"POMBOS";2010;4;0
"POMBOS";2010;5;2
"POMBOS";2010;6;4
"POMBOS";2010;7;10
"POMBOS";2010;8;3
"POMBOS";2010;9;3
"POMBOS";2010;10;2
"POMBOS";2010;11;0
"POMBOS";2010;12;0
"PRIMAVERA";2010;1;0
"PRIMAVERA";2010;2;0
"PRIMAVERA";2010;3;0
"PRIMAVERA";2010;4;0
"PRIMAVERA";2010;5;7
"PRIMAVERA";2010;6;8
"PRIMAVERA";2010;7;47
"PRIMAVERA";2010;8;7
"PRIMAVERA";2010;9;2
"PRIMAVERA";2010;10;0
"PRIMAVERA";2010;11;0
"PRIMAVERA";2010;12;0
"QUIPAPA";2010;1;0
"QUIPAPA";2010;2;0
"QUIPAPA";2010;3;0
"QUIPAPA";2010;4;0
"QUIPAPA";2010;5;0
"QUIPAPA";2010;6;0
"QUIPAPA";2010;7;0
"QUIPAPA";2010;8;2
"QUIPAPA";2010;9;0
"QUIPAPA";2010;10;0
"QUIPAPA";2010;11;0
"QUIPAPA";2010;12;0
"QUIXABA";2010;1;0
"QUIXABA";2010;2;0
"QUIXABA";2010;3;0
"QUIXABA";2010;4;32
"QUIXABA";2010;5;276
"QUIXABA";2010;6;141
"QUIXABA";2010;7;6
"QUIXABA";2010;8;5
"QUIXABA";2010;9;1
"QUIXABA";2010;10;0
"QUIXABA";2010;11;1
"QUIXABA";2010;12;6
"RECIFE";2010;1;40
"RECIFE";2010;2;104
"RECIFE";2010;3;248
"RECIFE";2010;4;588
"RECIFE";2010;5;1979
"RECIFE";2010;6;3209
"RECIFE";2010;7;2987
"RECIFE";2010;8;1520
"RECIFE";2010;9;420
"RECIFE";2010;10;167
"RECIFE";2010;11;140
"RECIFE";2010;12;103
"RIACHO DAS ALMAS";2010;1;0
"RIACHO DAS ALMAS";2010;2;1
"RIACHO DAS ALMAS";2010;3;27
"RIACHO DAS ALMAS";2010;4;19
"RIACHO DAS ALMAS";2010;5;8
"RIACHO DAS ALMAS";2010;6;2
"RIACHO DAS ALMAS";2010;7;0
"RIACHO DAS ALMAS";2010;8;1
"RIACHO DAS ALMAS";2010;9;1
"RIACHO DAS ALMAS";2010;10;1
"RIACHO DAS ALMAS";2010;11;0
"RIACHO DAS ALMAS";2010;12;0
"RIBEIRAO";2010;1;1
"RIBEIRAO";2010;2;2
"RIBEIRAO";2010;3;2
"RIBEIRAO";2010;4;13
"RIBEIRAO";2010;5;74
"RIBEIRAO";2010;6;45
"RIBEIRAO";2010;7;8
"RIBEIRAO";2010;8;7
"RIBEIRAO";2010;9;5
"RIBEIRAO";2010;10;3
"RIBEIRAO";2010;11;1
"RIBEIRAO";2010;12;0
"RIO FORMOSO";2010;1;0
"RIO FORMOSO";2010;2;0
"RIO FORMOSO";2010;3;0
"RIO FORMOSO";2010;4;1
"RIO FORMOSO";2010;5;0
"RIO FORMOSO";2010;6;4
"RIO FORMOSO";2010;7;3
"RIO FORMOSO";2010;8;0
"RIO FORMOSO";2010;9;0
"RIO FORMOSO";2010;10;1
"RIO FORMOSO";2010;11;0
"RIO FORMOSO";2010;12;0
"SAIRE";2010;1;0
"SAIRE";2010;2;0
"SAIRE";2010;3;2
"SAIRE";2010;4;5
"SAIRE";2010;5;8
"SAIRE";2010;6;0
"SAIRE";2010;7;0
"SAIRE";2010;8;1
"SAIRE";2010;9;4
"SAIRE";2010;10;1
"SAIRE";2010;11;0
"SAIRE";2010;12;4
"SALGADINHO";2010;1;0
"SALGADINHO";2010;2;0
"SALGADINHO";2010;3;0
"SALGADINHO";2010;4;0
"SALGADINHO";2010;5;0
"SALGADINHO";2010;6;0
"SALGADINHO";2010;7;0
"SALGADINHO";2010;8;1
"SALGADINHO";2010;9;0
"SALGADINHO";2010;10;0
"SALGADINHO";2010;11;0
"SALGADINHO";2010;12;0
"SALGUEIRO";2010;1;19
"SALGUEIRO";2010;2;63
"SALGUEIRO";2010;3;270
"SALGUEIRO";2010;4;128
"SALGUEIRO";2010;5;320
"SALGUEIRO";2010;6;146
"SALGUEIRO";2010;7;51
"SALGUEIRO";2010;8;1
"SALGUEIRO";2010;9;0
"SALGUEIRO";2010;10;1
"SALGUEIRO";2010;11;1
"SALGUEIRO";2010;12;2
"SALOA";2010;1;0
"SALOA";2010;2;0
"SALOA";2010;3;0
"SALOA";2010;4;1
"SALOA";2010;5;3
"SALOA";2010;6;2
"SALOA";2010;7;0
"SALOA";2010;8;0
"SALOA";2010;9;0
"SALOA";2010;10;0
"SALOA";2010;11;0
"SALOA";2010;12;0
"SANHARO";2010;1;0
"SANHARO";2010;2;0
"SANHARO";2010;3;0
"SANHARO";2010;4;0
"SANHARO";2010;5;1
"SANHARO";2010;6;0
"SANHARO";2010;7;2
"SANHARO";2010;8;2
"SANHARO";2010;9;9
"SANHARO";2010;10;5
"SANHARO";2010;11;0
"SANHARO";2010;12;0
"SANTA CRUZ";2010;1;18
"SANTA CRUZ";2010;2;83
"SANTA CRUZ";2010;3;75
"SANTA CRUZ";2010;4;9
"SANTA CRUZ";2010;5;28
"SANTA CRUZ";2010;6;2
"SANTA CRUZ";2010;7;2
"SANTA CRUZ";2010;8;0
"SANTA CRUZ";2010;9;0
"SANTA CRUZ";2010;10;0
"SANTA CRUZ";2010;11;0
"SANTA CRUZ";2010;12;1
"SANTA CRUZ DA BAIXA VERDE";2010;1;2
"SANTA CRUZ DA BAIXA VERDE";2010;2;0
"SANTA CRUZ DA BAIXA VERDE";2010;3;12
"SANTA CRUZ DA BAIXA VERDE";2010;4;11
"SANTA CRUZ DA BAIXA VERDE";2010;5;29
"SANTA CRUZ DA BAIXA VERDE";2010;6;11
"SANTA CRUZ DA BAIXA VERDE";2010;7;2
"SANTA CRUZ DA BAIXA VERDE";2010;8;0
"SANTA CRUZ DA BAIXA VERDE";2010;9;0
"SANTA CRUZ DA BAIXA VERDE";2010;10;0
"SANTA CRUZ DA BAIXA VERDE";2010;11;0
"SANTA CRUZ DA BAIXA VERDE";2010;12;0
"SANTA CRUZ DO CAPIBARIBE";2010;1;4
"SANTA CRUZ DO CAPIBARIBE";2010;2;9
"SANTA CRUZ DO CAPIBARIBE";2010;3;56
"SANTA CRUZ DO CAPIBARIBE";2010;4;36
"SANTA CRUZ DO CAPIBARIBE";2010;5;8
"SANTA CRUZ DO CAPIBARIBE";2010;6;1
"SANTA CRUZ DO CAPIBARIBE";2010;7;2
"SANTA CRUZ DO CAPIBARIBE";2010;8;0
"SANTA CRUZ DO CAPIBARIBE";2010;9;0
"SANTA CRUZ DO CAPIBARIBE";2010;10;0
"SANTA CRUZ DO CAPIBARIBE";2010;11;0
"SANTA CRUZ DO CAPIBARIBE";2010;12;0
"SANTA FILOMENA";2010;1;1
